guid,brisque
20230308-20h43m44s,77.75672523673765
20230307-19h56m16s,52.24537119649071
20230308-16h53m34s,51.401180257538925
20230308-12h41m53s,49.675043683145844
20230308-23h16m31s,49.010971080717496
20230308-10h20m34s,65.87144093797994
20230308-06h28m21s,52.773290816242564
20230307-18h14m56s,53.518549849794255
20230309-05h25m07s,65.09130878234217
20230307-20h49m22s,61.96198688641866
20230307-20h55m09s,78.60621500251008
20230309-00h45m09s,49.32224141861187
20230309-07h34m25s,65.78715142982637
20230308-16h26m17s,77.84121801897581
20230308-12h47m18s,68.81835707566452
20230308-23h05m42s,67.10171754916732
20230308-09h24m03s,53.0402987460956
20230308-20h28m36s,78.51917940962969
20230308-12h11m08s,51.246758888290145
20230308-08h43m28s,76.74491142979375
20230307-20h01m34s,70.71109716890666
20230308-13h07m43s,61.58411155042913
20230307-19h01m00s,50.191533555457085
20230307-21h05m11s,49.78961798079169
20230308-14h36m01s,67.39189458544033
20230308-14h09m21s,53.42741422073854
20230307-21h47m07s,67.99411215065899
20230307-22h44m50s,68.22288068666077
20230308-00h49m51s,48.36016185143839
20230308-20h38m40s,64.64881085184604
20230308-04h44m45s,66.66191114801617
20230308-13h59m09s,53.88794996813917
20230307-21h41m42s,46.95067365977397
20230308-08h33m27s,65.4783717657742
20230308-15h16m18s,52.34198959207541
20230308-00h03m47s,48.819243800647
20230309-06h52m02s,68.63919381483308
20230308-14h04m26s,66.49783817676754
20230308-06h02m12s,71.74735640646102
20230307-21h57m10s,50.67322003608618
20230307-19h06m25s,65.00662908733418
20230307-18h20m14s,67.0606197315337
20230308-04h33m35s,53.293172123156666
20230307-19h17m08s,76.93405404013751
20230309-03h58m26s,77.15133150080467
20230309-07h41m15s,52.983948434933296
20230308-06h22m29s,54.40911132269909
20230307-21h31m41s,69.00922401134628
20230308-23h49m00s,68.43958104747239
20230308-07h04m41s,67.5034538267183
20230308-01h12m20s,69.70002037689582
20230309-04h59m17s,45.371740988972675
20230308-04h54m49s,53.59626600799302
20230308-00h08m55s,49.842431142396634
20230309-03h25m42s,52.939916999710164
20230308-17h39m15s,68.66718706622262
20230309-04h23m35s,49.562444941845996
20230308-10h27m12s,77.10961410748624
20230308-05h36m05s,64.88011348843352
20230308-06h33m39s,68.5001405949827
20230309-00h29m42s,46.948389853230054
20230309-07h19m06s,81.11428459777196
20230308-15h52m22s,66.0215267424687
20230308-08h12m30s,51.76609152755756
20230308-04h12m49s,65.89258601834345
20230308-18h09m37s,68.31177035851218
20230308-07h34m59s,71.8587105606023
20230307-23h36m00s,59.48533151708378
20230308-05h25m43s,48.863217139771024
20230308-16h02m22s,47.14659661738958
20230308-03h31m39s,50.27850846962704
20230308-21h51m16s,66.6444650199131
20230308-02h56m06s,71.06446279589156
20230307-23h10m12s,52.59942771806985
20230309-03h30m50s,50.063387469854064
20230308-10h42m22s,50.40221826769587
20230308-03h16m20s,53.1358361176012
20230308-14h30m36s,48.924903597892154
20230308-05h20m34s,49.560233480665744
20230308-23h10m37s,54.64466118390126
20230308-08h02m24s,67.44600942313323
20230308-02h50m55s,77.1391089812823
20230309-00h50m34s,69.96780661125806
20230309-07h46m32s,68.62888055671587
20230309-05h14m45s,50.306535251244014
20230307-20h06m29s,52.95205340569524
20230308-02h25m52s,69.4870970259224
20230308-20h21m46s,65.25161651087453
20230309-04h18m41s,68.01944572104074
20230308-17h49m11s,77.70097651901162
20230307-22h22m37s,59.59954360235699
20230308-02h41m00s,65.38070534203675
20230307-22h54m51s,56.82877779339785
20230308-02h15m18s,53.09356086675237
20230309-00h57m22s,77.94875116528411
20230308-19h11m02s,80.21390374007066
20230307-23h25m38s,48.941190720742924
20230308-19h05m51s,76.96740303112338
20230308-22h02m00s,78.16631466233596
20230308-12h36m45s,53.87553315608025
20230308-03h47m06s,56.03713208605697
20230309-03h36m16s,67.2323005033276
20230308-21h25m15s,48.70399712664252
20230309-08h14m15s,66.19965076758271
20230309-01h38m34s,53.08607154569242
20230308-17h21m52s,48.26697304149141
20230308-00h19m08s,50.948026580755624
20230307-17h59m44s,78.51183994380719
20230307-17h49m47s,66.90089797107996
20230308-04h49m41s,54.627492770930104
20230309-07h13m56s,76.86896730468337
20230308-10h47m39s,66.98299349489648
20230308-09h08m42s,52.38577024508393
20230309-04h13m32s,77.59196270986897
20230308-10h05m25s,66.48870225330924
20230307-23h00m08s,65.3837596684663
20230308-15h11m10s,52.001539755523396
20230308-16h43m31s,69.36942062946352
20230308-09h34m26s,67.53459159088263
20230309-04h54m10s,49.920484952582996
20230308-14h25m29s,52.251966464679384
20230309-05h09m38s,54.78730918888576
20230308-14h20m34s,71.24882890734884
20230308-11h35m42s,60.033124548838174
20230308-13h13m31s,77.61216656914345
20230307-23h53m43s,77.40620026346662
20230309-04h38m52s,52.26980099023794
20230309-01h28m22s,52.996728757501984
20230308-21h15m02s,51.25740913714699
20230308-03h57m40s,66.03998685425219
20230308-11h50m51s,63.96095150636049
20230307-19h34m15s,71.81118398769635
20230307-17h39m34s,59.07005698460168
20230309-02h29m56s,79.00014710619499
20230309-07h04m01s,69.16443801865111
20230309-03h20m48s,67.18386909937132
20230308-08h28m02s,50.31537764285619
20230308-09h03m47s,69.68421014285045
20230307-22h39m32s,52.11880933033743
20230308-12h21m21s,50.939836426314145
20230308-07h41m45s,52.52102721085137
20230308-14h46m00s,76.02918292132554
20230308-17h44m08s,62.59923342116488
20230308-16h48m26s,54.48775358076054
20230308-04h23m29s,77.31237354039948
20230308-00h34m30s,49.82579217795589
20230309-03h43m06s,51.70860286270599
20230308-01h59m49s,52.63692847614956
20230309-03h53m24s,56.96797110246766
20230308-12h16m25s,65.41315147613628
20230308-10h52m36s,54.526557262955606
20230309-02h45m00s,78.67747153075928
20230309-00h19m40s,66.36372043310254
20230308-00h54m59s,45.787421717206115
20230308-05h57m01s,77.23174307104901
20230308-14h56m04s,58.72560744340214
20230308-23h33m53s,80.68298193906
20230308-06h07m07s,53.298218849303595
20230308-11h20m12s,47.75010849687058
20230308-17h27m16s,67.22797827236994
20230308-03h00m59s,52.73304684433444
20230308-17h09m37s,50.78438473378512
20230308-09h49m55s,69.36393427344885
20230309-02h35m05s,69.10944536704145
20230309-04h03m36s,70.28332199811868
20230309-04h49m15s,68.34939437067484
20230309-01h59m03s,52.715510345814124
20230307-18h40m26s,53.67589790135034
20230309-01h02m31s,68.49944372436889
20230307-17h24m05s,48.82873210672008
20230307-22h12m34s,76.83904359088334
20230307-23h41m46s,77.19557036378629
20230308-12h57m23s,47.122665673859814
20230307-18h25m08s,53.34223297536059
20230308-05h31m10s,68.00646692439463
20230308-01h44m30s,50.712179978721196
20230309-06h10m39s,47.1658511970779
20230308-08h22m53s,47.6461526264782
20230307-18h55m53s,54.182469406998706
20230308-23h21m56s,69.3095522082597
20230309-06h58m51s,78.4524304054494
20230307-23h20m34s,51.72963689313187
20230309-05h30m10s,77.43405700748193
20230308-18h40m23s,67.23930662631645
20230308-19h22m53s,66.50848748263704
20230308-19h27m46s,51.29549368417602
20230308-12h26m29s,55.74037527783051
20230308-06h59m15s,48.037821068434226
20230307-19h29m05s,76.65817273485848
20230308-22h38m18s,67.90298293939381
20230308-15h36m53s,67.44200866924845
20230307-19h49m34s,67.4004187513851
20230307-19h11m21s,58.63863878165009
20230308-12h52m14s,48.331096886244694
20230308-22h22m16s,69.15742509894332
20230308-13h38m41s,49.55029074899974
20230308-21h56m12s,60.30884784088752
20230308-05h15m39s,67.5740249865415
20230308-05h47m03s,71.47824047072956
20230307-18h30m16s,50.06920613145323
20230309-08h08m47s,46.20826792356249
20230309-01h33m39s,67.33913724064095
20230308-04h39m27s,51.77444013244005
20230308-22h07m10s,67.88093913820066
20230308-09h44m31s,49.82476342770215
20230308-03h21m26s,49.4668502071074
20230308-16h07m47s,69.32507987542849
20230309-06h21m02s,69.05443050780215
20230308-22h53m39s,69.43213941884702
20230308-22h27m09s,51.73891364463614
20230308-21h40m41s,53.56839016264527
20230307-21h20m31s,54.03422039434858
20230308-17h03m45s,47.993442809659456
20230307-22h07m31s,64.65764301419895
20230307-20h11m37s,51.04507854127658
20230308-02h45m52s,59.242711334115
20230307-21h26m23s,49.18913731353027
20230308-13h33m48s,69.12271967727574
20230308-06h12m16s,49.43581679495688
20230307-23h58m54s,65.08895265923942
20230308-15h26m30s,49.306680868514974
20230308-01h00m22s,67.51462463231715
20230307-17h19m11s,69.13171221410815
20230308-01h29m10s,52.9264943937134
20230308-15h01m06s,76.73128872690145
20230309-02h24m54s,60.73482951905581
20230308-23h38m46s,63.463301128420056
20230308-19h17m43s,78.30749910072402
20230308-11h45m56s,68.4553621683115
20230309-01h43m41s,52.077466204304386
20230308-20h16m29s,50.46631373042871
20230309-06h36m33s,69.1848072913775
20230308-13h23m35s,63.67838547053728
20230309-06h41m27s,47.84728791202119
20230307-19h39m08s,51.34885084711854
20230307-23h05m05s,53.62252194707489
20230307-23h15m40s,69.19323524376918
20230308-06h17m33s,69.06539319988983
20230308-13h28m38s,78.7277399709923
20230309-05h40m14s,60.53611212968772
20230307-20h22m00s,53.061669419190565
20230308-18h29m51s,53.76634860571207
20230308-02h20m27s,46.97823679626535
20230308-08h48m39s,80.64990526739197
20230309-04h28m39s,49.80568391558356
20230309-07h08m54s,72.25922228042967
20230309-03h00m10s,49.49323014902049
20230308-07h14m41s,77.73006269402472
20230309-00h14m22s,53.271627830697554
20230309-02h09m23s,48.693495233133916
20230308-20h59m39s,49.24357017698557
20230308-21h20m18s,68.7464661069773
20230308-03h42m11s,67.06234988634125
20230307-17h03m38s,69.06555362396236
20230309-07h23m59s,51.422290811485624
20230308-20h09m40s,67.10142728295406
20230307-20h32m32s,68.34485934773235
20230308-04h07m40s,76.6374250878525
20230308-11h55m53s,77.2002572497112
20230308-10h37m15s,46.12072167261286
20230309-00h24m35s,50.16723228043324
20230308-02h10m24s,66.76296410122913
20230308-08h53m33s,66.9207021889786
20230308-08h58m37s,78.28112196514851
20230308-21h30m23s,49.278692966844545
20230309-02h50m10s,68.59797147368923
20230308-12h31m48s,68.018346783341
20230308-18h34m59s,48.77157756772024
20230308-23h00m17s,47.79648687697434
20230307-18h04m55s,71.69410364208736
20230308-08h38m24s,58.910328613205905
20230309-06h00m26s,57.2915169626003
20230308-11h30m45s,67.76564512814136
20230307-22h02m37s,66.53812924869808
20230308-18h45m19s,48.674009361032375
20230308-16h31m26s,67.34311620197079
20230308-22h17m06s,77.35424017789049
20230308-09h13m50s,51.57930782125854
20230309-03h10m23s,53.68894117151879
20230308-07h51m58s,53.23901804843851
20230309-00h09m15s,52.108853639140165
20230308-01h54m55s,65.95859469237652
20230308-00h44m56s,68.22434649034156
20230309-08h01m59s,70.62437321003844
20230308-16h58m50s,68.22584862725179
20230309-02h19m57s,70.34728308904235
20230308-23h43m50s,77.80872252433275
20230308-18h04m20s,52.18427974446203
20230308-13h49m04s,67.08241038909486
20230308-14h40m57s,66.02363016552519
20230308-09h29m12s,53.22134051674928
20230308-15h06m17s,68.30791724371895
20230308-07h24m45s,59.18652831505065
20230307-19h22m18s,66.93601674096064
20230308-12h01m04s,81.27197860943804
20230308-20h53m47s,48.15039306475816
20230308-17h54m19s,68.53897614371456
20230307-17h44m37s,76.87016460851717
20230307-19h44m16s,50.451734417643905
20230309-01h53m55s,51.63672951518495
20230308-04h28m41s,70.68728520431475
20230307-21h15m36s,68.31727016392799
20230307-21h36m36s,52.92854181453495
20230309-01h17m36s,66.33169124293394
20230309-01h12m27s,78.0495958316578
20230308-22h33m00s,59.05526453552923
20230308-13h54m01s,53.04934071261718
20230308-18h55m53s,66.39284245802034
20230308-14h51m11s,68.37301262783117
20230309-07h51m26s,53.80321446016748
20230308-05h51m58s,65.92486927776795
20230308-05h00m08s,66.36431487658612
20230308-07h19m50s,68.75279538242373
20230309-00h04m20s,68.82718504044001
20230307-20h39m20s,77.29671937434048
20230309-06h15m44s,49.369964206134426
20230309-07h56m34s,47.759235300651056
20230307-18h50m59s,67.1581746554493
20230308-00h39m32s,47.97655428719284
20230308-15h46m57s,51.25480408157742
20230308-23h53m53s,50.79994134075852
20230308-16h19m41s,80.50342362674277
20230309-02h14m32s,50.761673094144754
20230308-04h02m36s,64.43743616191327
20230308-11h15m15s,70.12872234888911
20230308-22h12m03s,60.75492534787017
20230308-18h50m27s,50.34771806809866
20230307-21h00m18s,68.79776863161081
20230309-05h35m21s,71.65987561876372
20230308-01h07m10s,77.20637854583956
20230308-01h39m35s,68.8237854660384
20230309-06h31m05s,51.33815589425879
20230307-18h45m33s,50.643605359392296
20230307-18h35m31s,65.42199856225622
20230308-03h11m25s,66.74592399422883
20230307-22h27m40s,77.03547303589627
20230308-15h31m35s,53.223980518277784
20230309-03h05m27s,68.75461761162987
20230309-05h45m16s,78.39276584323878
20230307-21h52m03s,50.30496003401484
20230308-11h09m49s,47.046911256038214
20230307-17h08m38s,53.31971215352357
20230309-06h46m36s,48.789059698175805
20230308-17h15m02s,66.45622711363066
20230307-20h17m03s,68.04629145054159
20230308-10h00m01s,50.30107336479702
20230307-17h34m38s,67.18013670138075
20230308-16h14m31s,78.37951707823825
20230308-19h43m05s,53.55986417279516
20230308-11h03m04s,66.66942436110409
20230309-04h33m57s,66.62348241836716
20230309-02h39m58s,67.75334961532982
20230307-18h09m48s,54.24567058465257
20230307-21h10m18s,49.78772782161823
20230308-01h34m18s,57.27116746609093
20230308-04h17m43s,59.03888123932413
20230308-14h15m09s,44.786861777360144
20230308-08h07m22s,54.54365736951044
20230309-06h25m57s,54.565359168544234
20230308-15h21m35s,65.42959385684159
20230308-21h04m57s,67.84046866966466
20230308-02h30m47s,58.760657341863435
20230308-11h40m45s,77.60558377889626
20230308-03h52m13s,50.75931386585168
20230308-01h24m17s,70.06337544427763
20230308-05h10m14s,51.27502202337851
20230308-16h38m14s,49.8965823745103
20230309-02h04m28s,66.83169951121809
20230308-15h57m17s,47.87227869244671
20230308-07h57m07s,50.644611407251745
20230307-20h27m07s,48.70008367858358
20230309-05h20m11s,66.15398907318237
20230307-22h17m44s,80.28564089713095
20230308-00h24m16s,46.99635666288603
20230308-21h45m51s,48.720534037319425
20230308-06h54m07s,48.07024952684142
20230308-10h15m25s,77.54158149126485
20230308-06h49m11s,68.27663394623826
20230308-17h34m06s,78.21857021946059
20230308-07h47m03s,69.99088205791767
20230308-06h38m35s,48.79101082399657
20230308-19h54m15s,66.66300684283314
20230308-15h41m48s,48.65706900890635
20230307-22h49m45s,48.480124168786546
20230308-10h57m45s,58.68073454710711
20230308-21h09m53s,49.789215183422044
20230309-01h07m24s,62.36888600205472
20230309-07h29m07s,51.74405445167051
20230308-09h19m08s,68.4778814608641
20230308-09h39m22s,52.70776623914114
20230308-02h04m58s,47.5352867710599
20230309-05h55m19s,51.9952512712604
20230309-06h05m44s,65.85579482469038
20230309-01h48m59s,64.44058383264266
20230308-18h19m40s,52.828688099988966
20230309-04h43m58s,49.74583615929319
20230308-12h06m00s,51.79594290754656
20230308-01h19m07s,76.62990722076202
20230309-00h40m02s,44.43302241604536
20230308-19h00m48s,58.68965926033687
20230309-01h22m29s,52.89897530601948
20230308-03h26m45s,66.44223944783394
20230308-20h04m17s,50.393999773876914
20230308-07h09m37s,59.259914461164755
20230307-20h44m29s,69.68111969120181
20230308-17h59m12s,53.36415725698592
20230308-06h43m45s,48.85016569010591
20230307-17h29m12s,50.61272821312272
20230309-05h50m26s,67.5539875477672
20230308-11h25m21s,51.24205060665142
20230307-23h31m04s,67.72501884231102
20230308-07h29m48s,77.29180094251385
20230308-23h59m01s,60.24798698109035
20230308-09h54m51s,54.74800889729883
20230309-02h55m04s,54.89447669135993
20230308-01h49m38s,50.28393321821082
20230308-20h33m47s,65.91314329380472
20230308-19h59m11s,48.72786221866349
20230308-19h38m09s,67.88315236485622
20230309-04h08m29s,60.83043092421448
20230308-02h35m50s,76.51137930873048
20230308-08h17m57s,67.8123889301921
20230308-20h48m54s,79.63723578325309
20230308-03h36m45s,46.99389108343766
20230308-18h24m56s,69.44693537468433
20230308-00h29m34s,69.20381363006263
20230308-00h14m13s,67.95378234394391
20230308-05h05m05s,49.85847364209141
20230308-18h14m32s,55.747033646044514
20230308-22h48m21s,51.184912552770555
20230308-13h18m42s,67.86727345033725
20230308-03h06m07s,50.453699845198486
20230308-19h48m58s,49.96516435319111
20230309-03h48m29s,68.00287951221944
20230309-00h35m07s,71.11954312421025
20230308-22h43m13s,53.19438780493894
20230309-05h04m43s,66.16847999762612
20230308-13h43m47s,51.51234428463508
20230308-10h32m20s,74.28888640783882
20230307-17h13m48s,47.333058372346585
20230308-10h10m21s,60.87562940437064
20230308-23h28m44s,78.33542914193791
20230308-19h32m53s,49.10482110223805
20230308-05h41m53s,78.16549477012333
20230308-21h35m46s,66.92478668651617
20230307-17h54m41s,65.2614460848632
20230309-03h15m30s,50.610520829164585
20230313-03h46m51s,62.31868055543461
20230312-18h46m04s,72.00953474005067
20230313-03h58m48s,85.34220434582753
